Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4097843,4241060,3894708,3510320
Liabilities,,,,
Total Liabilities,3708735,3852873,3540258,3204490
Stockholders' Equity,,,,
Common Stock,2393,2542,2467,2370
Retained Earnings,274376,249922,224315,203326
Accumulated other comprehensive income,595,-9440,546,-1604
Total stockholders' equity,389108,388187,354450,305830
Total liabilities and stockholders' equity,4097843,4241060,3894708,3510320
