Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-110.796,-420.869,-758.051,-1.379,-
Other investing activites,-,-414.279,-758.051,80.989,-
Net cash used for investing activites,-110.796,-420.869,-754.97,79.61,-
Debt repayment,-,-300,-,-,-350.394
Common stock issued,-,635.53,152.884,834.626,3177
Other financing activites,-,-,-,-1.004,-
Net cash used privided by (used for) financing activities,-,335.53,152.884,4077,5096
Net change in cash,1401,756.849,-199.139,290.805,-1027
Cash at beginning of period,235.565,168.052,367.194,76.389,1103
Cash at end of period,1636,938.612,168.052,367.194,76.389
Capital Expenditure,-110.796,-420.869,-758.051,-1.379,-
Free Cash Flow,1701,421.319,-355.104,-3867,-6123
