Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,231465,244012,217747,146032
Liabilities,,,,
Total Liabilities,10265,10089,25890,6077
Stockholders' Equity,,,,
Common Stock,210087,218560,172539,125558
Retained Earnings,11113,15363,19318,14397
Total stockholders' equity,221200,233923,191857,139955
Total liabilities and stockholders' equity,231465,244012,217747,146032
