Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,26561355,23351119,21771583,20682532
Liabilities,,,,
Total Liabilities,23954915,21122649,19590052,18720148
Stockholders' Equity,,,,
Common Stock,55057,55057,55057,55057
Retained Earnings,1672438,1488421,1338110,1142887
Accumulated other comprehensive income,83180,-95782,-45525,-57542
Total stockholders' equity,2606440,2228470,2181531,1962384
Total liabilities and stockholders' equity,26561355,23351119,21771583,20682532
