Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,8629002,8243272,5446675,5091383
Liabilities,,,,
Total Liabilities,7496028,7175369,4882859,4557811
Stockholders' Equity,,,,
Common Stock,34970,35531,23996,23901
Retained Earnings,515714,441553,378489,350414
Accumulated other comprehensive income,-4332,-15754,-6857,-6614
Total stockholders' equity,1132974,1067903,563816,533572
Total liabilities and stockholders' equity,8629002,8243272,5446675,5091383
