Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,35188000,41699000,35589000,30893000
Depreciation & amortization,-,10768000,10564000,11017000
Change in working capital,-,-994000,-8358000,-789000
Inventory,-,1460000,-1444000,2785000
Other working capital,-,33211000,35207000,20734000
Other non-cash items,-,3000,3786000,2536000
Net cash provided by operating activites,-,46880000,47575000,34342000
Investments in property plant and equipment,-,-13669000,-12368000,-13608000
Acquisitions net,-,-10401000,-,-6597000
Purchases of investments,-,-393000,-1665000,-1048000
Sales/Maturities of investments,-,8534000,1881000,1125000
Other investing activites,-,-90000,421000,576000
Net cash used for investing activites,-,-12947000,-10154000,-13409000
Net change in cash,-,9060000,27571000,9092000
Cash at beginning of period,-,195593000,167554000,158462000
Cash at end of period,-,205085000,195593000,167554000
Operating Cash Flow,-,46880000,47575000,34342000
Capital Expenditure,-,-13669000,-12368000,-13608000
Free Cash Flow,-,33211000,35207000,20734000
