Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1953000,1953000,2166000,1536000,256000
Depreciation & amortization,1167000,1167000,894000,962000,888000
Change in working capital,-698000,-698000,-573000,-1017000,-369000
Inventory,-229000,-229000,-943000,-348000,358000
Other working capital,115000,115000,1089000,418000,348000
Other non-cash items,-9000,-9000,11000,70000,15000
Net cash provided by operating activites,998000,998000,1759000,1484000,1315000
Investments in property plant and equipment,-883000,-883000,-670000,-1066000,-967000
Acquisitions net,-11754000,-11754000,-,-,-575000
Purchases of investments,-235000,-235000,-663000,-484000,-402000
Sales/Maturities of investments,458000,458000,633000,435000,402000
Other investing activites,-725000,-725000,-173000,-85000,-16000
Net cash used for investing activites,-9827000,-9827000,-906000,-1200000,-1579000
Net change in cash,401000,401000,1203000,346000,-207000
Cash at beginning of period,5830000,5830000,4626000,4279000,4471000
Cash at end of period,6231000,6231000,5830000,4626000,4279000
Operating Cash Flow,998000,998000,1759000,1484000,1315000
Capital Expenditure,-883000,-883000,-670000,-1066000,-967000
Free Cash Flow,115000,115000,1089000,418000,348000
