Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,32720000,34279000,19698000,52165000
Depreciation & amortization,-,15093000,13985000,14215000
Change in working capital,-,-5697000,1326000,-8516000
Inventory,-,-4071000,-6463000,824000
Other working capital,-,21766000,46359000,3319000
Other non-cash items,-,-1177000,-273000,-1691000
Net cash provided by operating activites,-,38531000,61885000,20012000
Investments in property plant and equipment,-,-16765000,-15526000,-16693000
Purchases of investments,-,-22000,-3359000,-305000
Sales/Maturities of investments,-,3000,76000,341000
Other investing activites,-,-536000,-1207000,-19000
Net cash used for investing activites,-,-16174000,-12665000,-10089000
Net change in cash,-,1202000,-52012000,-2346000
Cash at beginning of period,-,66807000,118819000,121166000
Cash at end of period,-,67991000,66807000,118819000
Operating Cash Flow,-,38531000,61885000,20012000
Capital Expenditure,-,-16765000,-15526000,-16693000
Free Cash Flow,-,21766000,46359000,3319000
