Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1375655,1289834,1535605,2738452
Depreciation & amortization,-,611284,653188,511627
Change in working capital,-,233921,-1255813,-518619
Inventory,-,347203,101120,-555148
Other working capital,-,1180072,-1043529,1164136
Other non-cash items,-,35248,-157807,336069
Net cash provided by operating activites,-,2176174,712948,2661796
Investments in property plant and equipment,-,-996102,-1756477,-1497660
Purchases of investments,-,-181508,-294513,-102519
Sales/Maturities of investments,-,226072,57402,82000
Other investing activites,-,-15169,-45521,138019
Net cash used for investing activites,-,-966707,-2039109,-1380063
Net change in cash,-,656927,-1493751,642726
Cash at beginning of period,-,4265384,5759136,5116409
Cash at end of period,-,4922311,4265384,5759136
Operating Cash Flow,-,2176174,712948,2661796
Capital Expenditure,-,-996102,-1756477,-1497660
Free Cash Flow,-,1180072,-1043529,1164136
