Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,139366000,132622000,130228000,107903000
Depreciation & amortization,95044000,76005000,80192000,76065000
Change in working capital,24030000,-52011000,-27703000,-38431000
Inventory,-35717000,-94824000,-40876000,-5585000
Other working capital,168431000,109629000,140357000,74381000
Other non-cash items,-18628000,-9658000,-15684000,3251000
Net cash provided by operating activites,292526000,210796000,215098000,159770000
Investments in property plant and equipment,-124095000,-101167000,-74741000,-85389000
Acquisitions net,-28318000,-6204000,-,-9290000
Purchases of investments,-90728000,-53292000,-56005000,-59476000
Sales/Maturities of investments,23649000,2235000,10222000,7893000
Other investing activites,8807000,-857000,-65000,-328000
Net cash used for investing activites,-200604000,-137546000,-92498000,-127525000
Net change in cash,15737000,48340000,-6141000,37901000
Cash at beginning of period,459225000,423426000,426208000,392247000
Cash at end of period,474965000,465861000,423426000,426208000
Operating Cash Flow,292526000,210796000,215098000,159770000
Capital Expenditure,-124095000,-101167000,-74741000,-85389000
Free Cash Flow,168431000,109629000,140357000,74381000
