Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3174000,8683000,3442000,5125000
Depreciation & amortization,-,4631000,4638000,4660000
Change in working capital,-,-6974000,4672000,4637000
Inventory,-,-5762000,6089000,5267000
Other working capital,-,4907000,16607000,14631000
Other non-cash items,-,99000,3326000,674000
Net cash provided by operating activites,-,4907000,16607000,14631000
Purchases of investments,-,-2898000,-73000,-1094000
Sales/Maturities of investments,-,-,190000,-
Other investing activites,-,-5765000,-5743000,-4749000
Net cash used for investing activites,-,-8590000,-6030000,-5950000
Net change in cash,-,-6313000,2140000,-1052000
Cash at beginning of period,-,30297000,28156000,29208000
Cash at end of period,-,23983000,30297000,28156000
Operating Cash Flow,-,4907000,16607000,14631000
Free Cash Flow,-,4907000,16607000,14631000
