Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5865000,6139000,8395000,12210000
Depreciation & amortization,-,5442000,5484000,5369000
Change in working capital,-,-64556000,-120360000,165923000
Other working capital,-,-60011000,-140944000,167321000
Other non-cash items,-,-45305000,-68892000,-52759000
Net cash provided by operating activites,-,-53512000,-136416000,171535000
Investments in property plant and equipment,-,-6499000,-4528000,-4214000
Acquisitions net,-,-,-75000,-
Purchases of investments,-,-133388000,-413251000,-714190000
Sales/Maturities of investments,-,264032000,602540000,812565000
Other investing activites,-,1000,-2000,-1000
Net cash used for investing activites,-,124364000,185204000,94160000
Net change in cash,-,30778000,36801000,215274000
Cash at beginning of period,-,706045000,669243000,453968000
Cash at end of period,-,736824000,706045000,669243000
Operating Cash Flow,-,-53512000,-136416000,171535000
Capital Expenditure,-,-6499000,-4528000,-4214000
Free Cash Flow,-,-60011000,-140944000,167321000
