Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,1458261,1865053,2986285,1697672
Depreciation & amortization,-,8356498,7206528,6593941
Change in working capital,-,-382449,129701,-127269
Inventory,-,-362124,-168423,-18793
Other working capital,-,-2598217,-837758,2502019
Other non-cash items,-,-163059,-421329,908300
Net cash provided by operating activites,-,9588990,10672020,10349636
Investments in property plant and equipment,-,-12187207,-11509778,-7847617
Other investing activites,-,-218872,-654513,-313080
Net cash used for investing activites,-,-12069007,-11416976,-7660885
Net change in cash,-,-598728,-1309730,2717428
Cash at beginning of period,-,5132493,6442223,3724795
Cash at end of period,-,4533764,5132493,6442223
Operating Cash Flow,-,9588990,10672020,10349636
Capital Expenditure,-,-12187207,-11509778,-7847617
Free Cash Flow,-,-2598217,-837758,2502019
