Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,54195000,70419000,56842000,40760000
Depreciation & amortization,29816000,21297000,23067000,23442000
Change in working capital,59129000,17200000,56325000,-61178000
Inventory,-13422000,-39968000,-118303000,-31853000
Other working capital,97770000,58531000,66912000,-33192000
Other non-cash items,3842000,2352000,-31829000,6337000
Net cash provided by operating activites,134034000,96476000,98812000,857000
Investments in property plant and equipment,-36264000,-37945000,-31900000,-34049000
Acquisitions net,-1087000,-3753000,-20227000,-5459000
Purchases of investments,-21707000,-32721000,-26260000,-16263000
Sales/Maturities of investments,10274000,17393000,13074000,16473000
Other investing activites,-6337000,1558000,-7724000,5822000
Net cash used for investing activites,-44950000,-42200000,-86407000,-32179000
Net change in cash,-11464000,-20631000,-648000,-35350000
Cash at beginning of period,285266000,305241000,308632000,344414000
Cash at end of period,273802000,285687000,305241000,308632000
Operating Cash Flow,134034000,96476000,98812000,857000
Capital Expenditure,-36264000,-37945000,-31900000,-34049000
Free Cash Flow,97770000,58531000,66912000,-33192000
