Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,193874,352401,459445,341330
Depreciation & amortization,-,497155,417999,418374
Change in working capital,-,-423109,-17826,-17136
Inventory,-,-52212,-174543,-226711
Other working capital,-,-329351,498856,207169
Other non-cash items,-,39270,22371,-708639
Net cash provided by operating activites,-,540951,1126537,1617690
Investments in property plant and equipment,-,-870302,-627681,-1410521
Purchases of investments,-,-3029914,-324521,-1983
Sales/Maturities of investments,-,3154115,149805,37756
Other investing activites,-,-1584,1375,-151245
Net cash used for investing activites,-,-747685,-801022,-1525993
Net change in cash,-,-330452,-121683,474505
Cash at beginning of period,-,1164931,1286614,812109
Cash at end of period,-,834479,1164931,1286614
Operating Cash Flow,-,540951,1126537,1617690
Capital Expenditure,-,-870302,-627681,-1410521
Free Cash Flow,-,-329351,498856,207169
