Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,6064311,5848938,5399358,4854537
Liabilities,,,,
Total Liabilities,792992,771790,682844,543332
Stockholders' Equity,,,,
Common Stock,2838980,2795816,2671527,2572213
Retained Earnings,503831,410203,375456,372955
Accumulated other comprehensive income,1928508,1871129,1669531,1366037
Total stockholders' equity,5271319,5077148,4716514,4311205
Total liabilities and stockholders' equity,6064311,5848938,5399358,4854537
