Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6354460,6320578,6403460,6005430
Liabilities,,,,
Total Liabilities,5757702,5718497,5804893,5439562
Stockholders' Equity,,,,
Common Stock,537,537,536,536
Retained Earnings,581817,565713,535130,503539
Accumulated other comprehensive income,-5940,-6500,-3641,-5939
Total stockholders' equity,596758,602081,598567,565868
Total liabilities and stockholders' equity,6354460,6320578,6403460,6005430
