Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,20559000,20559000,25606000,19827000,15951000
Depreciation & amortization,10504000,10504000,8707000,9386000,10244000
Change in working capital,1181000,1181000,355000,-1175000,3863000
Inventory,-1557000,-1557000,-3882000,137000,-2968000
Other working capital,15868000,15868000,15793000,17034000,23064000
Other non-cash items,152000,152000,137000,134000,834000
Net cash provided by operating activites,36762000,36762000,31879000,28562000,32269000
Investments in property plant and equipment,-20894000,-20894000,-16086000,-11528000,-9205000
Acquisitions net,-,-,-,-,-666000
Purchases of investments,-1792000,-1792000,-932000,-247000,-146000
Sales/Maturities of investments,1915000,1915000,410000,928000,81000
Other investing activites,2000,2000,-486000,-698000,2041000
Net cash used for investing activites,-20754000,-20754000,-8989000,-8750000,-7845000
Net change in cash,5433000,5433000,13570000,13661000,16461000
Cash at beginning of period,104972000,104972000,91401000,77739000,61278000
Cash at end of period,110406000,110406000,104972000,91401000,77739000
Operating Cash Flow,36762000,36762000,31879000,28562000,32269000
Capital Expenditure,-20894000,-20894000,-16086000,-11528000,-9205000
Free Cash Flow,15868000,15868000,15793000,17034000,23064000
