Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,17763172,17763172,14907634,12361329,6390693
Depreciation & amortization,13184696,13184696,12012966,11040063,4046831
Change in working capital,9711848,9711848,1983467,5672677,339520
Other working capital,-42048686,-42048686,-70695037,-70117810,8303574
Other non-cash items,2471612,2471612,2188642,1963436,1069996
Net cash provided by operating activites,40695711,40695711,28873001,28915305,10696455
Investments in property plant and equipment,-82744397,-82744397,-99568038,-99033115,-2392881
Purchases of investments,-1185904,-1185904,-903510,-743717,-199900
Sales/Maturities of investments,3670284,3670284,3947829,3430521,287741
Other investing activites,-41095,-41095,34982,20601,21536
Net cash used for investing activites,-80301112,-80301112,-96488737,-96325710,-2283504
Net change in cash,9811412,9811412,2103191,3390296,1719571
Cash at beginning of period,78711486,78711486,76378948,29915393,15665951
Cash at end of period,88522898,88522898,78482139,55884382,17385522
Operating Cash Flow,40695711,40695711,28873001,28915305,10696455
Capital Expenditure,-82744397,-82744397,-99568038,-99033115,-2392881
Free Cash Flow,-42048686,-42048686,-70695037,-70117810,8303574
