Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,10451533000,9309043000,8703848000
Liabilities,,,
Total Liabilities,9686024000,8531975000,7960293000
Stockholders' Equity,,,
Common Stock,0,0,0
Retained Earnings,462187000,446197000,427451000
Total stockholders' equity,736741000,748742000,717157000
Total liabilities and stockholders' equity,10451533000,9309043000,8703848000
