Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,45327000,76115000,71585000,64839000
Depreciation & amortization,-,49504000,45654000,44057000
Change in working capital,-,-29975000,-39734000,-12006000
Inventory,-,-26629000,-26419000,-8014000
Other working capital,-,53737000,29988000,58942000
Other non-cash items,-,3617000,-12154000,-2676000
Net cash provided by operating activites,-,109492000,82660000,100440000
Investments in property plant and equipment,-,-55755000,-52672000,-41498000
Acquisitions net,-,-,-16350000,-
Purchases of investments,-,-23952000,-3986000,-10390000
Sales/Maturities of investments,-,9434000,1521000,4179000
Other investing activites,-,1349000,-2671000,-798000
Net cash used for investing activites,-,-64255000,-75041000,-47395000
Net change in cash,-,31011000,-3756000,4733000
Cash at beginning of period,-,78828000,82884000,78151000
Cash at end of period,-,109839000,78828000,82884000
Operating Cash Flow,-,109492000,82660000,100440000
Capital Expenditure,-,-55755000,-52672000,-41498000
Free Cash Flow,-,53737000,29988000,58942000
