Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2115746000,2123795000,2139427000
Liabilities,,,
Total Liabilities,2026576000,2030983000,2047501000
Stockholders' Equity,,,
Common Stock,36986000,0,36986000
Retained Earnings,23087000,23368000,21819000
Total stockholders' equity,88602000,92264000,91411000
Total liabilities and stockholders' equity,2115746000,2123795000,2139427000
