Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-939000,0,981000,-2926000
Depreciation & amortization,-,1712000,1749000,3206000
Change in working capital,-,-1267000,-1289000,-112000
Inventory,-,-912000,-1399000,-94000
Other working capital,-,-1927000,-1009000,242000
Other non-cash items,-,-100000,157000,474000
Net cash provided by operating activites,-,128000,1652000,2100000
Investments in property plant and equipment,-,-2055000,-2661000,-1858000
Acquisitions net,-,-597000,-191000,-
Purchases of investments,-,-119000,-786000,-158000
Other investing activites,-,101000,-187000,31000
Net cash used for investing activites,-,-1747000,-226000,-2694000
Net change in cash,-,-567000,-496000,-1204000
Cash at beginning of period,-,4328000,4824000,6028000
Cash at end of period,-,3760000,4328000,4824000
Operating Cash Flow,-,128000,1652000,2100000
Capital Expenditure,-,-2055000,-2661000,-1858000
Free Cash Flow,-,-1927000,-1009000,242000
