Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2797000,3318000,3636000,2460000
Depreciation & amortization,-,1418000,1479000,1611000
Change in working capital,-,1985000,-6101000,-4502000
Inventory,-,372000,-2454000,-2362000
Other working capital,-,4786000,-1177000,-1970000
Other non-cash items,-,259000,-44000,162000
Net cash provided by operating activites,-,6356000,39000,108000
Investments in property plant and equipment,-,-1570000,-1216000,-2078000
Purchases of investments,-,-43000,-130000,-7000
Sales/Maturities of investments,-,0,341000,1000
Other investing activites,-,1000,-,-
Net cash used for investing activites,-,-1910000,-1055000,-2106000
Net change in cash,-,635000,16000,-1154000
Cash at beginning of period,-,801000,752000,1917000
Cash at end of period,-,1437000,801000,752000
Operating Cash Flow,-,6356000,39000,108000
Capital Expenditure,-,-1570000,-1216000,-2078000
Free Cash Flow,-,4786000,-1177000,-1970000
