Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25452000,22492000,25840000,26312000
Depreciation & amortization,-,5959000,6161000,6169000
Change in working capital,-,921139000,488192000,196857000
Other working capital,-,912580000,490598000,272026000
Other non-cash items,-,-96222000,-92926000,-19895000
Net cash provided by operating activites,-,912580000,490598000,272026000
Purchases of investments,-,-1385735000,-997137000,-983821000
Sales/Maturities of investments,-,1113954000,984386000,1168102000
Other investing activites,-,2000,1000,-1000
Net cash used for investing activites,-,-277325000,-18784000,178511000
Net change in cash,-,624733000,462847000,442915000
Cash at beginning of period,-,1330102000,867254000,424339000
Cash at end of period,-,1954835000,1330102000,867254000
Operating Cash Flow,-,912580000,490598000,272026000
Free Cash Flow,-,912580000,490598000,272026000
