Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,1585758,1585758,1033485,814804,610951
Depreciation & amortization,754189,754189,608885,494148,399554
Change in working capital,-49397,-49397,153895,-22844,76310
Other working capital,-22911768,-22911768,-334981,-12666626,-317006
Other non-cash items,264592,264592,217345,165185,118620
Net cash provided by operating activites,2406378,2406378,1890909,1372340,1153979
Investments in property plant and equipment,-25318146,-25318146,-2225890,-14038966,-1470985
Sales/Maturities of investments,77662,77662,-,-,-
Net cash used for investing activites,-24516473,-24516473,-2180950,-13696062,-1435126
Net change in cash,899304,899304,-1413521,679774,319323
Cash at beginning of period,2464281,2464281,3214015,3812310,3436866
Cash at end of period,3363587,3363587,1800494,4492084,3756189
Operating Cash Flow,2406378,2406378,1890909,1372340,1153979
Capital Expenditure,-25318146,-25318146,-2225890,-14038966,-1470985
Free Cash Flow,-22911768,-22911768,-334981,-12666626,-317006
