Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2819000,1787000,7952000,5605000,1616000
Depreciation & amortization,3698000,3698000,3689000,3492000,3451000
Change in working capital,3671000,3671000,-5635000,-3758000,-1590000
Inventory,3357000,3357000,-583000,-1378000,-2716000
Other working capital,3125000,6605000,5469000,4400000,2956000
Other non-cash items,1043000,1043000,1380000,1167000,1281000
Net cash provided by operating activites,10020000,10020000,8294000,6268000,4349000
Investments in property plant and equipment,-3777000,-3415000,-2825000,-1868000,-1393000
Purchases of investments,-1580000,-80000,-1532000,-46000,-
Sales/Maturities of investments,197000,209000,379000,363000,396000
Other investing activites,1575000,17000,84000,205000,299000
Net cash used for investing activites,-3579000,-3266000,-3882000,-1345000,-550000
Net change in cash,1460000,2517000,-516000,469000,-1633000
Cash at beginning of period,2342000,2154000,2670000,1968000,3601000
Cash at end of period,3802000,4671000,2154000,2437000,1968000
Operating Cash Flow,10020000,10020000,8294000,6268000,4349000
Capital Expenditure,-3777000,-3415000,-2825000,-1868000,-1393000
Free Cash Flow,3125000,6605000,5469000,4400000,2956000
