Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,34427000,32523000,29838000,26473000
Depreciation & amortization,-,11506000,10591000,9546000
Change in working capital,-,-10470000,183000,-5114000
Inventory,-,-2589000,-5513000,-3816000
Other working capital,-,29454000,41215000,29608000
Other non-cash items,-,-2102000,-2501000,-2538000
Net cash provided by operating activites,-,29454000,41215000,29608000
Acquisitions net,-,-1985000,-1557000,-886000
Purchases of investments,-,-986000,-482000,-5000
Sales/Maturities of investments,-,749000,-,-
Other investing activites,-,-20662000,-8921000,-11408000
Net cash used for investing activites,-,-22897000,-11072000,-12304000
Net change in cash,-,-4499000,22327000,8787000
Cash at beginning of period,-,75090000,52762000,43508000
Cash at end of period,-,70842000,75090000,52762000
Operating Cash Flow,-,29454000,41215000,29608000
Free Cash Flow,-,29454000,41215000,29608000
