Breakdown,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Total Assets,144576,122018,122209,110691
Liabilities,,,,
Total Liabilities,1790,1073,3914,1212
Stockholders' Equity,,,,
Common Stock,1004,1004,1004,1004
Total stockholders' equity,142786,120945,118295,109479
Total liabilities and stockholders' equity,144576,122018,122209,110691
