Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3081141,2209141,2337571,2381767
Depreciation & amortization,-,2199393,1880848,1700377
Change in working capital,-,-359242,-2782984,-668628
Inventory,-,-769767,-1480415,-640226
Other working capital,-,208687,-582681,1407199
Other non-cash items,-,66318,144675,582970
Net cash provided by operating activites,-,4055383,1980588,3284751
Investments in property plant and equipment,-,-3846696,-2563269,-1877552
Sales/Maturities of investments,-,-,364,-
Other investing activites,-,-22445,26187,-42672
Net cash used for investing activites,-,-3847725,-2518806,-1902768
Net change in cash,-,2592731,-1221247,1762917
Cash at beginning of period,-,4596903,5818150,4055232
Cash at end of period,-,7189634,4596903,5818150
Operating Cash Flow,-,4055383,1980588,3284751
Capital Expenditure,-,-3846696,-2563269,-1877552
Free Cash Flow,-,208687,-582681,1407199
