Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5966000,-4085000,1038000,5767000
Depreciation & amortization,5342000,6547000,6282000,5477000
Change in working capital,1605000,-2099000,-4398000,2372000
Inventory,-1649000,-2055000,-460000,-228000
Other working capital,-3001000,-7599000,-14380000,5805000
Other non-cash items,190000,-21000,-703000,-1450000
Net cash provided by operating activites,11836000,5864000,1608000,11968000
Investments in property plant and equipment,-14837000,-13463000,-15988000,-6163000
Acquisitions net,-,-,-,-1039000
Purchases of investments,-19719000,-647000,-291000,-439000
Sales/Maturities of investments,-5949000,245000,1672000,1873000
Other investing activites,1403000,807000,-4158000,-4647000
Net cash used for investing activites,-36778000,-13058000,-18765000,-10394000
Net change in cash,-32621000,-11284000,-23733000,38592000
Cash at beginning of period,62955000,67407000,91140000,52175000
Cash at end of period,30507000,56123000,67407000,91140000
Operating Cash Flow,11836000,5864000,1608000,11968000
Capital Expenditure,-14837000,-13463000,-15988000,-6163000
Free Cash Flow,-3001000,-7599000,-14380000,5805000
