Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,13400618,12934878,9829981,8699851
Liabilities,,,,
Total Liabilities,11274929,10890965,8314998,7466968
Stockholders' Equity,,,,
Common Stock,296483,296483,249951,225535
Retained Earnings,617355,500660,397354,337536
Accumulated other comprehensive income,764,-17896,-10511,-15904
Total stockholders' equity,2125689,2043913,1514983,1232883
Total liabilities and stockholders' equity,13400618,12934878,9829981,8699851
