Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-11635,-11635,-19232,-6607,-1130
Acquisitions net,-,-,-,-,1032
Sales/Maturities of investments,-,-,-400,-1400,-
Other investing activites,-333.365,-333.365,-3461,-1244,-
Net cash used for investing activites,-10599,-10599,-23093,-9250,-95.086
Debt repayment,-5385,-5385,-1367,-,-
Other financing activites,-,-,-,335.999,-
Net cash used privided by (used for) financing activities,39945,39945,44412,29774,-
Net change in cash,10156,10156,-434.137,-315.824,-127.917
Cash at beginning of period,345.006,345.006,779.143,1095,1223
Cash at end of period,10501,10501,345.006,779.143,1095
Capital Expenditure,-11635,-11635,-19232,-6607,-1130
Free Cash Flow,-30825,-30825,-40985,-27446,-1163
