Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,403638,403638,331399,287840,229829
Interest Expense,69011,69011,44627,20936,10229
Income Before Tax,134438,134438,133927,108111,76417
Income Tax Expense,31485,31485,34999,45385,26723
Income from Continuing Operations,102953,102953,98928,62726,49694
Net Income,102953,102953,98928,62726,49694
Net Income available to common shareholders,102953,102953,98928,62726,49694
Basic EPS,-,-,2.02,1.47,1.42
Diluted EPS,-,-,2.01,1.45,1.40
Basic Average Shares,-,-,48974,42671,34996
Diluted Average Shares,-,-,49215,43126,35413
