Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6343694,6178683,5299455,4436002
Liabilities,,,,
Total Liabilities,5617107,5504029,4653056,3828705
Stockholders' Equity,,,,
Common Stock,534,535,540,536
Retained Earnings,365742,313521,268533,234290
Accumulated other comprehensive income,-147,-348,128,1806
Total stockholders' equity,726587,674654,646399,607297
Total liabilities and stockholders' equity,6343694,6178683,5299455,4436002
