Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1723,-1349,-775.647,-752.882,-1369
Acquisitions net,-,300,-100,-,-
Purchases of investments,-,-16.5,-0.5,-,-
Sales/Maturities of investments,-,-,16.047,-,-
Other investing activites,200.002,283.5,247.912,180.153,379.117
Net cash used for investing activites,-1513,-1055,-617.365,-545.867,-973.363
Common stock issued,5836,2862,2092,1196,927.533
Common stock repurchased,-408.205,-210.455,-222.261,-165.556,-180.77
Net cash used privided by (used for) financing activities,5427,2652,1869,1030,746.763
Net change in cash,3362,807.977,592.875,-80.062,-1255
Cash at beginning of period,1006,861.211,268.336,348.398,1604
Cash at end of period,4367,1669,861.211,268.336,348.398
Capital Expenditure,-1723,-1349,-775.647,-752.882,-1369
Free Cash Flow,-2276,-2137,-1435,-1317,-2397
