Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18853000,24005000,16589000,-22057000
Depreciation & amortization,-,7291000,7427000,8012000
Change in working capital,-,-77801000,-8317000,-6206000
Inventory,-,-6223000,13930000,6385000
Other working capital,-,-64923000,-4030000,-36387000
Other non-cash items,-,4516000,-3342000,-3076000
Net cash provided by operating activites,-,-55259000,5539000,-28884000
Investments in property plant and equipment,-,-9664000,-9569000,-7503000
Purchases of investments,-,-2451000,-7328000,-635000
Sales/Maturities of investments,-,5942000,1947000,3324000
Other investing activites,-,-438000,-3430000,-9272000
Net cash used for investing activites,-,-4662000,11736000,-12979000
Net change in cash,-,-74552000,49791000,-62346000
Cash at beginning of period,-,235394000,185603000,247947000
Cash at end of period,-,160841000,235394000,185603000
Operating Cash Flow,-,-55259000,5539000,-28884000
Capital Expenditure,-,-9664000,-9569000,-7503000
Free Cash Flow,-,-64923000,-4030000,-36387000
