Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7421000,6391000,5741000,6040000
Depreciation & amortization,2559000,2586000,2544000,2263000
Change in working capital,-1031000,-1553000,-121000,-3184000
Inventory,-750000,-1756000,-1844000,-148000
Other working capital,5717000,7016000,4896000,2246000
Other non-cash items,429000,534000,-386000,1348000
Net cash provided by operating activites,7533000,8389000,7213000,7681000
Investments in property plant and equipment,-1816000,-1373000,-2317000,-5435000
Acquisitions net,-,-,-,-1130000
Purchases of investments,-,-,-,-3000
Sales/Maturities of investments,-,-,20000,-
Other investing activites,-15000,-92000,-31000,-107000
Net cash used for investing activites,1249000,-1427000,-2372000,-6574000
Net change in cash,3397000,4010000,1285000,115000
Cash at beginning of period,7824000,9172000,7886000,7771000
Cash at end of period,11178000,13182000,9172000,7886000
Operating Cash Flow,7533000,8389000,7213000,7681000
Capital Expenditure,-1816000,-1373000,-2317000,-5435000
Free Cash Flow,5717000,7016000,4896000,2246000
