Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3724197,3302924,3239646,3039481
Liabilities,,,,
Total Liabilities,3317900,2936424,2906002,2725609
Stockholders' Equity,,,,
Common Stock,36207,36689,36457,36250
Retained Earnings,333699,298156,267193,252439
Accumulated other comprehensive income,677,-5142,-1930,-1499
Total stockholders' equity,406297,366500,333644,313872
Total liabilities and stockholders' equity,3724197,3302924,3239646,3039481
