Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1195000,1083000,3037000,3701000
Depreciation & amortization,-,2176000,2122000,2176000
Change in working capital,-,-34628000,77836000,-14295000
Other working capital,-,-43127000,82769000,-8844000
Other non-cash items,-,-33701000,493000,30993000
Net cash provided by operating activites,-,-39540000,86159000,-5925000
Investments in property plant and equipment,-,-3587000,-3390000,-2919000
Purchases of investments,-,-68363000,-164949000,-213449000
Sales/Maturities of investments,-,174097000,158046000,228110000
Other investing activites,-,-2000,-26000,-31000
Net cash used for investing activites,-,102216000,-10319000,12267000
Net change in cash,-,62241000,75387000,3703000
Cash at beginning of period,-,154438000,79050000,75347000
Cash at end of period,-,216679000,154438000,79050000
Operating Cash Flow,-,-39540000,86159000,-5925000
Capital Expenditure,-,-3587000,-3390000,-2919000
Free Cash Flow,-,-43127000,82769000,-8844000
