Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1656759000,1510013000,1590062000
Liabilities,,,
Total Liabilities,1567588000,1426411000,1508403000
Stockholders' Equity,,,
Common Stock,10816000,0,8670000
Retained Earnings,67198000,65368000,63608000
Total stockholders' equity,87882000,82363000,80219000
Total liabilities and stockholders' equity,1656759000,1510013000,1590062000
