Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,20176000,25205000,17182000,16136000
Depreciation & amortization,-,16693000,16662000,15410000
Change in working capital,-,290000,1138000,3221000
Inventory,-,319000,-1144000,-391000
Other working capital,-,5855000,25754000,25790000
Other non-cash items,-,620000,349000,-1118000
Net cash provided by operating activites,-,35215000,35536000,36485000
Investments in property plant and equipment,-,-29360000,-9782000,-10695000
Acquisitions net,-,-4254000,-5232000,-544000
Purchases of investments,-,-3805000,-3503000,-240000
Sales/Maturities of investments,-,14303000,2110000,266000
Other investing activites,-,1528000,2379000,1135000
Net cash used for investing activites,-,-21588000,-14028000,-10078000
Net change in cash,-,-10728000,13738000,-10314000
Cash at beginning of period,-,81129000,67391000,74734000
Cash at end of period,-,72033000,81129000,67391000
Operating Cash Flow,-,35215000,35536000,36485000
Capital Expenditure,-,-29360000,-9782000,-10695000
Free Cash Flow,-,5855000,25754000,25790000
