Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11037000,11191000,9154000,9149000
Depreciation & amortization,3753000,3692000,3486000,3564000
Change in working capital,-10580000,-5097000,-3997000,-2193000
Inventory,-838000,-5602000,-496000,-3170000
Other working capital,1731000,6569000,7528000,4550000
Other non-cash items,3070000,-324000,1050000,773000
Net cash provided by operating activites,5235000,9819000,10843000,11356000
Investments in property plant and equipment,-3504000,-3250000,-3315000,-6806000
Purchases of investments,-616000,-44000,-70000,-64000
Sales/Maturities of investments,81000,164000,143000,759000
Other investing activites,-522000,-133000,-265000,-236000
Net cash used for investing activites,-4561000,-3258000,-3346000,-6344000
Net change in cash,-2750000,3412000,2724000,1277000
Cash at beginning of period,33391000,31285000,28560000,27283000
Cash at end of period,31008000,34697000,31285000,28560000
Operating Cash Flow,5235000,9819000,10843000,11356000
Capital Expenditure,-3504000,-3250000,-3315000,-6806000
Free Cash Flow,1731000,6569000,7528000,4550000
