Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16436000,12551000,10937000,8879000
Depreciation & amortization,2722000,3228000,4706000,5980000
Change in working capital,2038000,11773000,9847000,-9116000
Inventory,3400000,10497000,5657000,-2108000
Other working capital,25489000,17642000,31804000,-127000
Other non-cash items,6056000,-7206000,6423000,380000
Net cash provided by operating activites,27804000,19847000,34721000,3200000
Investments in property plant and equipment,-2315000,-2205000,-2917000,-3327000
Purchases of investments,-,-14000,-13000,-13000
Other investing activites,-1242000,-46000,83000,-293000
Net cash used for investing activites,-3570000,-2261000,-2847000,-3628000
Net change in cash,18156000,6464000,22201000,-4091000
Cash at beginning of period,41379000,46539000,24337000,28429000
Cash at end of period,59731000,53004000,46539000,24337000
Operating Cash Flow,27804000,19847000,34721000,3200000
Capital Expenditure,-2315000,-2205000,-2917000,-3327000
Free Cash Flow,25489000,17642000,31804000,-127000
