Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1399,-1570,-2704,-481.41,-419.063
Sales/Maturities of investments,13.485,8.908,252.382,17.667,-
Net cash used for investing activites,-1385,-1561,-2452,-388.213,-419.063
Common stock issued,5028,2282,3018,2450,435.352
Common stock repurchased,-369.147,-89.749,-163.887,-117.492,-25.106
Net cash used privided by (used for) financing activities,4659,2192,2854,2333,410.246
Net change in cash,2275,-261.586,-475.335,999.556,-525.504
Cash at beginning of period,1669,658.568,1121,119.261,644.765
Cash at end of period,3944,398.819,658.568,1121,119.261
Capital Expenditure,-1399,-1570,-2704,-481.41,-419.063
Free Cash Flow,-2397,-2463,-3582,-1426,-935.75
