Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1086000,1086000,1945000,2107000,1353717
Depreciation & amortization,2480000,2480000,751000,626000,1281054
Change in working capital,288000,288000,310000,-884000,-112920
Inventory,22000,22000,-91000,-26000,-7223
Other working capital,2718000,2718000,2605000,1469000,1423261
Other non-cash items,103000,103000,-,338000,95231
Net cash provided by operating activites,3827000,3827000,3611000,2944000,1834185
Investments in property plant and equipment,-1109000,-1109000,-1006000,-1475000,-410924
Acquisitions net,-,-,-2252000,-2626000,-22800
Purchases of investments,-204000,-204000,-135000,-861000,-443583
Sales/Maturities of investments,2086000,2086000,293000,-,780085
Other investing activites,-4261000,-4261000,-21000,-270000,-490090
Net cash used for investing activites,-2990000,-2990000,-3121000,-5232000,-581543
Net change in cash,180000,180000,325000,571000,85628
Cash at beginning of period,1979000,1979000,1654000,1082000,997295
Cash at end of period,2160000,2160000,1979000,1654000,1082923
Operating Cash Flow,3827000,3827000,3611000,2944000,1834185
Capital Expenditure,-1109000,-1109000,-1006000,-1475000,-410924
Free Cash Flow,2718000,2718000,2605000,1469000,1423261
