Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,12604031,11871317,9763209,9793668
Liabilities,,,,
Total Liabilities,11009997,10392722,8490583,8487958
Stockholders' Equity,,,,
Common Stock,1373940,1337436,1187127,1213837
Retained Earnings,186838,134055,90535,95328
Accumulated other comprehensive income,33256,7104,-5036,-3455
Total stockholders' equity,1594034,1478595,1272626,1305710
Total liabilities and stockholders' equity,12604031,11871317,9763209,9793668
