Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,17739,17599,16699,14764,13250
Interest Expense,4104,3693,3239,3184,3224
Income Before Tax,4404,5163,4294,3138,1139
Income Tax Expense,709,856,1165,822,239
Income from Continuing Operations,3695,4307,3129,2316,900
Net Income,3695,4307,3129,2316,900
Net Income available to common shareholders,3695,4307,3129,2316,900
Basic EPS,-,0.60,0.43,0.31,0.12
Diluted EPS,-,0.60,0.43,0.31,0.12
Basic Average Shares,-,7132,7313,7424,7546
Diluted Average Shares,-,7134,7313,7425,7546
