Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-2478,-2536,-1632,-565.558,-27.073
Purchases of investments,-,-,-,-,-500
Other investing activites,-,43.65,-127.23,-20,-84.097
Net cash used for investing activites,-2514,-2493,-1759,-585.558,-611.17
Debt repayment,-,-,-,-,-296.117
Common stock issued,3358,2479,4825,2579,2291
Common stock repurchased,-136.273,-210.168,-192.363,-,-
Net cash used privided by (used for) financing activities,3222,2268,4632,2579,1971
Net change in cash,-1173,-1883,1753,1041,61.868
Cash at beginning of period,2738,2864,1112,70.814,8.946
Cash at end of period,1565,1031,2864,1112,70.814
Capital Expenditure,-2478,-2536,-1632,-565.558,-27.073
Free Cash Flow,-4359,-4195,-2753,-1518,-1325
