Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1607330,1116163,1107009,1055895
Liabilities,,,,
Total Liabilities,1377072,972876,972872,930318
Stockholders' Equity,,,,
Common Stock,81535,10823,11546,11947
Retained Earnings,160081,147887,136577,127869
Accumulated other comprehensive income,1098,-3014,-1826,-1972
Total stockholders' equity,230258,143287,134137,125577
Total liabilities and stockholders' equity,1607330,1116163,1107009,1055895
