Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21437000,19703000,19058000,17591000
Depreciation & amortization,-,6188000,5101000,4774000
Change in working capital,-,-3814000,-15272000,-8187000
Inventory,-,14389000,6290000,3824000
Other working capital,-,19591000,1855000,-539000
Other non-cash items,-,3840000,1088000,-7115000
Net cash provided by operating activites,-,28251000,11469000,6751000
Investments in property plant and equipment,-,-8660000,-9614000,-7290000
Acquisitions net,-,-,-,-2445000
Purchases of investments,-,-4827000,-5908000,-13339000
Sales/Maturities of investments,-,5079000,5225000,9045000
Other investing activites,-,-1885000,586000,-4013000
Net cash used for investing activites,-,-10131000,-10015000,-17867000
Net change in cash,-,8969000,-6407000,-11286000
Cash at beginning of period,-,54099000,59612000,70899000
Cash at end of period,-,63068000,54099000,59612000
Operating Cash Flow,-,28251000,11469000,6751000
Capital Expenditure,-,-8660000,-9614000,-7290000
Free Cash Flow,-,19591000,1855000,-539000
