Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,279436,445689,467532,859915
Depreciation & amortization,-,439303,248190,261155
Change in working capital,-,28912,702012,103060
Inventory,-,-163119,-59123,-279834
Other working capital,-,717084,1659894,1114837
Other non-cash items,-,12444,267198,63278
Net cash provided by operating activites,-,992521,1683333,1168206
Investments in property plant and equipment,-,-275437,-23439,-53369
Acquisitions net,-,-,-776315,-
Purchases of investments,-,-39290,-87417,-36838
Sales/Maturities of investments,-,178427,-,-
Other investing activites,-,15196,28063,64347
Net cash used for investing activites,-,-114813,-859210,-28882
Net change in cash,-,218046,1035840,395363
Cash at beginning of period,-,4026920,2991080,2595716
Cash at end of period,-,4244967,4026920,2991080
Operating Cash Flow,-,992521,1683333,1168206
Capital Expenditure,-,-275437,-23439,-53369
Free Cash Flow,-,717084,1659894,1114837
