Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18597000,16697000,15699000,14838530
Depreciation & amortization,2688000,1766000,1581000,1331924
Stock based compensation,-,-,-,45943
Change in working capital,-921000,-421000,-1470000,505796
Inventory,-,-,-,1013
Other working capital,19877000,16447000,14641000,14736223
Other non-cash items,1313000,272000,-71000,284
Net cash provided by operating activites,22406000,18291000,16000000,16337075
Investments in property plant and equipment,-2529000,-1844000,-1359000,-1600852
Acquisitions net,-,-,-4439000,-
Purchases of investments,-826000,-1376000,-2605000,-510010
Sales/Maturities of investments,-,-,-,35000
Other investing activites,-472000,57000,-12000,-7134
Net cash used for investing activites,-3827000,-3163000,-8415000,-2082996
Net change in cash,2133000,5393000,-9861000,2593044
Cash at beginning of period,19813000,21029000,30890000,28319130
Cash at end of period,21941000,26422000,21029000,30890051
Operating Cash Flow,22406000,18291000,16000000,16337075
Capital Expenditure,-2529000,-1844000,-1359000,-1600852
Free Cash Flow,19877000,16447000,14641000,14736223
