Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13781000,12816000,10289000,11115000
Depreciation & amortization,-,5933000,5918000,5968000
Change in working capital,-,-1469000,-3004000,-1788000
Inventory,-,-2233000,98000,-1005000
Other working capital,-,14322000,11942000,15321000
Other non-cash items,-,966000,944000,2317000
Net cash provided by operating activites,-,20897000,17788000,18400000
Investments in property plant and equipment,-,-6575000,-5846000,-3079000
Acquisitions net,-,-72000,-100000,-1000
Purchases of investments,-,-18000,-3000,-18000
Sales/Maturities of investments,-,58000,0,0
Other investing activites,-,-15256000,11760000,-27191000
Net cash used for investing activites,-,-20025000,8154000,-29736000
Net change in cash,-,-11101000,8035000,-13811000
Cash at beginning of period,-,20938000,12902000,26714000
Cash at end of period,-,9836000,20938000,12902000
Operating Cash Flow,-,20897000,17788000,18400000
Capital Expenditure,-,-6575000,-5846000,-3079000
Free Cash Flow,-,14322000,11942000,15321000
