Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,440369,409397,413704,429083
Liabilities,,,,
Total Liabilities,391521,360961,365973,383557
Stockholders' Equity,,,,
Common Stock,305,300,300,299
Retained Earnings,8425,8631,7816,6013
Accumulated other comprehensive income,-23,-283,-81,-103
Total stockholders' equity,48848,48436,47731,45526
Total liabilities and stockholders' equity,440369,409397,413704,429083
