Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1478184,1986135,1372100,894144
Depreciation & amortization,-,606504,552276,515521
Change in working capital,-,-172451,-481970,506450
Inventory,-,-1391345,-80788,-85040
Other working capital,-,2346519,332035,1605422
Other non-cash items,-,-13985,-55820,-10949
Net cash provided by operating activites,-,3024154,1707514,1987572
Investments in property plant and equipment,-,-677635,-1375479,-382150
Purchases of investments,-,-555761,-7200000,-6533481
Sales/Maturities of investments,-,888800,7328000,6329761
Other investing activites,-,-44278,100742,-38976
Net cash used for investing activites,-,-385582,-1142591,-622837
Net change in cash,-,1586487,699823,478358
Cash at beginning of period,-,7154228,6454404,5976046
Cash at end of period,-,8740715,7154228,6454404
Operating Cash Flow,-,3024154,1707514,1987572
Capital Expenditure,-,-677635,-1375479,-382150
Free Cash Flow,-,2346519,332035,1605422
