Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,3096000,3161000,3400000,2913000
Depreciation & amortization,-,2921000,2793000,2534000
Change in working capital,-,-21000,237000,8000
Inventory,-,-199000,-206000,-140000
Other working capital,-,2369000,3583000,145000
Other non-cash items,-,962000,1134000,666000
Net cash provided by operating activites,-,7129000,7192000,6178000
Investments in property plant and equipment,-,-4760000,-3609000,-6033000
Acquisitions net,-,-,-,-50000
Purchases of investments,-,-,-,-50000
Other investing activites,-,-71000,-1895000,-350000
Net cash used for investing activites,-,-4648000,-5524000,-6436000
Net change in cash,-,1013000,-124000,374000
Cash at beginning of period,-,5483000,5608000,5234000
Cash at end of period,-,6496000,5483000,5608000
Operating Cash Flow,-,7129000,7192000,6178000
Capital Expenditure,-,-4760000,-3609000,-6033000
Free Cash Flow,-,2369000,3583000,145000
