Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4590000,6862000,8313000,7482000
Depreciation & amortization,-,5076000,4954000,4849000
Change in working capital,-,91000,-1969000,141000
Inventory,-,253000,-4842000,3328000
Other working capital,-,3898000,10504000,5972000
Other non-cash items,-,834000,1660000,483000
Net cash provided by operating activites,-,12081000,15652000,13065000
Investments in property plant and equipment,-,-8183000,-5148000,-7093000
Acquisitions net,-,-9880000,-,-
Purchases of investments,-,-2833000,-10000,-491000
Sales/Maturities of investments,-,94000,123000,435000
Other investing activites,-,137000,-112000,-452000
Net cash used for investing activites,-,-20652000,-5062000,-7572000
Net change in cash,-,-9636000,5896000,1021000
Cash at beginning of period,-,24462000,18566000,17544000
Cash at end of period,-,14825000,24462000,18566000
Operating Cash Flow,-,12081000,15652000,13065000
Capital Expenditure,-,-8183000,-5148000,-7093000
Free Cash Flow,-,3898000,10504000,5972000
