Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1179016,925371,904873,813127
Liabilities,,,,
Total Liabilities,930323,710112,677414,575271
Stockholders' Equity,,,,
Common Stock,144,128,130,134
Retained Earnings,70591,77753,70009,80275
Accumulated other comprehensive income,10281,-3750,1770,1941
Total stockholders' equity,248693,215259,211637,219129
Total liabilities and stockholders' equity,1179016,925371,904873,813127
