Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,170669,309716,442762,490112
Depreciation & amortization,-,292632,290246,292985
Change in working capital,-,-273551,-249313,-446470
Inventory,-,-91641,-62216,-44674
Other working capital,-,-112440,275362,84479
Other non-cash items,-,-18620,152566,46239
Net cash provided by operating activites,-,93818,534212,331424
Investments in property plant and equipment,-,-206258,-258850,-246945
Purchases of investments,-,-567599,-1269923,-632083
Sales/Maturities of investments,-,1158402,411268,257851
Other investing activites,-,-21138,170800,89342
Net cash used for investing activites,-,372744,-960705,-556835
Net change in cash,-,222084,-1640854,-261063
Cash at beginning of period,-,4943151,6584005,6845069
Cash at end of period,-,5165236,4943151,6584005
Operating Cash Flow,-,93818,534212,331424
Capital Expenditure,-,-206258,-258850,-246945
Free Cash Flow,-,-112440,275362,84479
