Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,384102,376235,298502,83185
Depreciation & amortization,-,313969,350711,352493
Change in working capital,-,-134108,379508,361542
Inventory,-,-200768,183250,167153
Other working capital,-,342311,1178086,626609
Other non-cash items,-,-7507,109292,86687
Net cash provided by operating activites,-,585494,1346346,886755
Investments in property plant and equipment,-,-243183,-168260,-260146
Purchases of investments,-,-91900,-,-
Sales/Maturities of investments,-,44000,-,-
Other investing activites,-,44348,-2095,-132465
Net cash used for investing activites,-,-246735,-170355,-323043
Net change in cash,-,-597647,837249,-131288
Cash at beginning of period,-,1465880,628631,759919
Cash at end of period,-,868233,1465880,628631
Operating Cash Flow,-,585494,1346346,886755
Capital Expenditure,-,-243183,-168260,-260146
Free Cash Flow,-,342311,1178086,626609
