Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7464000,6505000,3483000,4783000
Depreciation & amortization,-,7733000,6799000,5961000
Change in working capital,-,-9274000,-18745000,-3957000
Inventory,-,-3511000,-8829000,-2747000
Other working capital,-,-1489000,-14712000,-60000
Other non-cash items,-,-142000,2140000,823000
Net cash provided by operating activites,-,4367000,-8634000,6889000
Investments in property plant and equipment,-,-5856000,-6078000,-6949000
Acquisitions net,-,-5604000,-347000,-5974000
Purchases of investments,-,-21889000,-26885000,-19931000
Sales/Maturities of investments,-,15029000,26789000,14980000
Other investing activites,-,-367000,-420000,-324000
Net cash used for investing activites,-,-19430000,-7270000,-16016000
Net change in cash,-,-4180000,-7441000,-2857000
Cash at beginning of period,-,29299000,36740000,39596000
Cash at end of period,-,26407000,29299000,36740000
Operating Cash Flow,-,4367000,-8634000,6889000
Capital Expenditure,-,-5856000,-6078000,-6949000
Free Cash Flow,-,-1489000,-14712000,-60000
