Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4555000,4433000,-2176000,7156000
Depreciation & amortization,-,3820000,3597000,3088000
Change in working capital,-,-2915000,-3190000,-2474000
Inventory,-,-577000,-805000,-1040000
Other working capital,-,-41000,3477000,5252000
Other non-cash items,-,2433000,3113000,3227000
Net cash provided by operating activites,-,3889000,7814000,8487000
Investments in property plant and equipment,-,-3930000,-4337000,-3235000
Acquisitions net,-,-626000,-3154000,-6195000
Purchases of investments,-,-295000,-523000,-955000
Sales/Maturities of investments,-,1901000,621000,1851000
Other investing activites,-,-1232000,-350000,-501000
Net cash used for investing activites,-,4344000,-6658000,-6199000
Net change in cash,-,4132000,-2474000,-1569000
Cash at beginning of period,-,31772000,33422000,33339000
Cash at end of period,-,35979000,31772000,33422000
Operating Cash Flow,-,3889000,7814000,8487000
Capital Expenditure,-,-3930000,-4337000,-3235000
Free Cash Flow,-,-41000,3477000,5252000
