Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,448253,501668,383767,223590
Depreciation & amortization,-,702161,648970,699969
Change in working capital,-,272808,-217863,363478
Inventory,-,-229321,-95355,-126602
Other working capital,-,771649,159863,1370558
Other non-cash items,-,53476,83124,68010
Net cash provided by operating activites,-,1534549,877655,1479518
Investments in property plant and equipment,-,-762900,-717792,-108960
Purchases of investments,-,-111871,-2268,-188548
Sales/Maturities of investments,-,228405,129976,79509
Other investing activites,-,-,-9127,-4088
Net cash used for investing activites,-,-565251,-639900,-149291
Net change in cash,-,213989,14443,-33755
Cash at beginning of period,-,947033,932590,966345
Cash at end of period,-,1161022,947033,932590
Operating Cash Flow,-,1534549,877655,1479518
Capital Expenditure,-,-762900,-717792,-108960
Free Cash Flow,-,771649,159863,1370558
